query,no,token,pos
전주 여행,39,마시,NNP
전주 여행,39,랑게,NNP
전주 여행,39,전망,NNG
전주 여행,40,강아지,NNP
전주 여행,40,함께,MAG
전주 여행,40,가능,XR
전주 여행,40,강아지,NNP
전주 여행,40,같이,MAG
전주 여행,40,동반,NNG
전주 여행,40,라서요,EC
전주 여행,40,혹시,MAG
전주 여행,40,강아지,NNP
전주 여행,40,같이,JKB
전주 여행,40,갈수,NNG
전주 여행,40,알리,VV
전주 여행,40,어요,EC
전주 여행,40,맛집,NNG
전주 여행,40,이랑,NNP
전주 여행,40,관광,NNG
전주 여행,40,반려,NNG
전주 여행,40,동물,NNP
전주 여행,40,여행앱,NA
전주 여행,40,반려,NNG
전주 여행,40,생활,NNG
전주 여행,40,ㅂ니다,EC
전주 여행,40,하늘,NNG
전주 여행,40,가을,NNG
전주 여행,40,떠나,VV
전주 여행,40,는군,EC
전주 여행,40,강아지,NNP
전주 여행,40,함께,MAG
전주 여행,40,추억,NNP
전주 여행,41,혼자,NNG
전주 여행,41,생각,NNG
전주 여행,41,ㄴ데,EC
전주 여행,41,으며,EC
전주 여행,41,조식,NNP
전주 여행,41,으로,JKB
전주 여행,41,우유,NNP
전주 여행,41,켈로그,NNP
전주 여행,41,준비,NNG
전주 여행,41,어요,EC
전주 여행,41,다만,MAJ
전주 여행,41,한옥마을,NNP
전주 여행,41,도보,NNG
전주 여행,41,다는,ETM
전주 여행,41,단점,NNG
전주 여행,41,에요,EC
전주 여행,41,이외,NNG
전주 여행,41,다양,XR
전주 여행,41,게스트하우스,NNP
전주 여행,41,으니,EC
전주 여행,41,취향,NNG
전주 여행,41,선택,NNG
전주 여행,41,편안,NNG
전주 여행,41,즐겁,VA
전주 여행,41,바라,VV
전주 여행,42,추천,NNG
전주 여행,42,부탁,NNG
전주 여행,42,드리,VV
전주 여행,42,ㅂ니다,EC
전주 여행,42,ㄹ려구,EC
전주 여행,42,ㅂ니다,EC
전주 여행,42,한곳,NNG
전주 여행,42,이랑,NNP
전주 여행,42,맛집,NNG
전주 여행,42,추천,NNG
전주 여행,42,부탁,NNG
전주 여행,42,드리,VV
전주 여행,42,ㅂ니다,EC
전주 여행,42,감사,NNG
전주 여행,42,ㅂ니다,EC
전주 여행,42,맛집,NNG
전주 여행,42,코스,NNG
전주 여행,42,주가,NNP
전주 여행,42,한곳,NNG
전주 여행,42,ㅂ니다,EC
전주 여행,43,여자,NNG
전주 여행,43,이서,NNP
전주 여행,43,질문,NNG
전주 여행,43,ㄴ다면,EC
전주 여행,43,다음,NNG
전주 여행,43,일정,NNG
전주 여행,43,추천,NNG
전주 여행,43,드리,VX
전주 여행,43,ㅂ니다,EC
전주 여행,43,한옥마을,NNP
전주 여행,43,전통,NNG
전주 여행,43,한옥,NNP
전주 여행,43,건물,NNG
전주 여행,43,전통,NNG
전주 여행,43,문화,NNG
전주 여행,43,경험,NNG
전주 여행,43,ㅂ니다,EC
전주 여행,43,향교,NNP
전주 여행,43,조선,NNP
전주 여행,43,시대,NNP
전주 여행,43,교육,NNG
전주 여행,43,기관,NNG
전주 여행,43,향교,NNP
전주 여행,43,습니다,EC
전주 여행,43,남부,NNP
전주 여행,43,시장,NNP
전주 여행,44,코스,NNG
전주 여행,44,일정,NNG
전주 여행,44,질문자,NNG
전주 여행,44,께서,JKS
전주 여행,44,모두,MAG
전주 여행,44,시간,NNG
전주 여행,44,무리,NNG
전주 여행,44,일정,NNG
전주 여행,44,만들,VV
전주 여행,44,습니다,EC
전주 여행,44,일차,NNG
전주 여행,44,가운데,NNG
전주 여행,44,점심,NNP
전주 여행,44,한지,NNP
전주 여행,44,박물관,NNP
전주 여행,44,관광,NNP
전주 여행,44,수목원,NNP
전주 여행,44,관광,NNP
전주 여행,44,오목대,NNP
전주 여행,44,관광,NNP
전주 여행,44,교동,NNP
전주 여행,44,다윈,NNP
전주 여행,45,혼자,NNG
전주 여행,45,아무래도,MAG
전주 여행,45,사람,NNG
전주 여행,45,으면,EC
전주 여행,45,맛집,NNG
전주 여행,45,에서,JKB
전주 여행,45,혼자,NNG
전주 여행,45,아서,EC
전주 여행,45,중순,NNG
전주 여행,45,즐기,VV
전주 여행,45,계절,NNG
전주 여행,45,ㅂ니다,EC
전주 여행,45,하지만,MAJ
전주 여행,45,현재,NNG
전주 여행,45,코로나,NNP
전주 여행,45,인해,NNP
전주 여행,45,여행객,NNG
전주 여행,45,줄어들,VV
전주 여행,45,으므로,EC
전주 여행,45,사람,NNG
전주 여행,45,으로,JKB
전주 여행,45,예상,NNG
전주 여행,45,ㅂ니다,EC
전주 여행,45,맛집,NNG
전주 여행,46,휴가,NNG
전주 여행,46,건데,EC
전주 여행,46,코스,NNG
전주 여행,46,추천,NNG
전주 여행,46,어요,EC
전주 여행,46,일정,NNG
전주 여행,46,참고,NNG
전주 여행,46,으로,JKB
전주 여행,46,제시,NNG
전주 여행,46,일정,NNG
전주 여행,46,따르,VV
전주 여행,46,조정,NNG
전주 여행,46,습니다,EC
전주 여행,46,또한,MAJ
전주 여행,46,음식점,NNP
전주 여행,46,웨이팅,NA
전주 여행,46,시간,NNG
전주 여행,46,방문,NNG
전주 여행,46,시간,NNG
전주 여행,46,요일,NNP
전주 여행,46,따르,VV
전주 여행,46,달라지,VV
전주 여행,46,으니,EC
전주 여행,46,참고,NNG
전주 여행,46,어요,EC
전주 여행,46,즐겁,VA
전주 여행,46,바라,VV
전주 여행,46,ㅂ니다,EC
전주 여행,47,맛집,NNG
전주 여행,47,국내,NNG
전주 여행,47,코스,NNG
전주 여행,47,주가,NNP
전주 여행,47,한곳,NNG
전주 여행,47,여수,NNP
전주 여행,47,여수,NNP
전주 여행,47,한곳,NNG
전주 여행,47,제주도,NNP
전주 여행,47,제주도,NNP
전주 여행,47,한곳,NNG
전주 여행,47,전문,NNG
전주 여행,47,ㅂ니다,EC
전주 여행,47,대중교통,NNP
전주 여행,47,이나,JC
전주 여행,47,택시,NNP
전주 여행,47,이용,NNG
전주 여행,48,한곳,NNG
전주 여행,48,숙소,NNG
전주 여행,48,한옥마을,NNP
전주 여행,48,게스트하우스,NNP
전주 여행,48,안녕하세요,NNP
전주 여행,48,가족,NNG
전주 여행,48,함께,MAG
전주 여행,48,려고,EC
전주 여행,48,ㅂ니다,EC
전주 여행,48,한옥마을,NNP
전주 여행,48,유명,XR
전주 여행,48,해보,VV
전주 여행,48,았었,EP
전주 여행,48,는데,EC
전주 여행,48,이번,NNG
전주 여행,48,기회,NNG
전주 여행,48,다녀오,VV
전주 여행,48,려구요,EC
전주 여행,48,전라도,NNP
전주 여행,48,음식,NNG
전주 여행,48,맛있,VA
전주 여행,48,다고,EC
전주 여행,48,전라도,NNP
전주 여행,48,대표,NNG
전주 여행,48,음식,NNP
전주 여행,48,아니,VCN
전주 여행,48,맛집,NNG
전주 여행,49,코스,NNG
전주 여행,49,어요,EC
전주 여행,49,질문,NNG
전주 여행,49,일정,NNG
전주 여행,49,관련,NNG
전주 여행,49,답변,NNG
전주 여행,49,드리,VV
전주 여행,49,도록,EC
전주 여행,49,습니다,EC
전주 여행,49,친정,NNP
전주 여행,49,어머니,NNG
전주 여행,49,함께,MAG
전주 여행,49,아도,EC
전주 여행,49,설레,VV
전주 여행,49,네요,EC
전주 여행,49,아래,NNG
전주 여행,49,께서,JKS
전주 여행,49,모두,MAG
전주 여행,49,즐기,VV
전주 여행,49,일정,NNG
전주 여행,49,준비,NNG
전주 여행,49,어요,EC
전주 여행,49,참고,NNG
전주 여행,49,도움,NNG
전주 여행,49,으면,EC
전주 여행,50,대둔산,NNP
전주 여행,50,케이블카,NNG
전주 여행,50,주말,NNP
전주 여행,50,사람,NNG
전주 여행,50,괜찮,VA
전주 여행,50,코스,NNG
전주 여행,50,추천,NNG
전주 여행,50,어요,EC
전주 여행,50,맛집,NNG
전주 여행,50,국내,NNG
전주 여행,50,코스,NNG
전주 여행,50,주가,NNP
전주 여행,50,한곳,NNG
전주 여행,50,여수,NNP
전주 여행,50,여수,NNP
전주 여행,50,한곳,NNG
전주 여행,50,제주도,NNP
전주 여행,50,제주도,NNP
전주 여행,50,한곳,NNG
전주 여행,50,전문,NNG
전주 여행,51,제가,NNP
전주 여행,51,이번,NNG
전주 여행,51,친구,NNG
전주 여행,51,명하,VV
전주 여행,51,는데,EC
전주 여행,51,궁금,XR
전주 여행,51,아서요,EC
전주 여행,51,하나하나,MAG
전주 여행,51,답장,NNG
전주 여행,51,해주시,NNP
전주 여행,51,감사하겟습니다,NA
전주 여행,51,여수,NNP
전주 여행,51,에서,JKB
전주 여행,51,왕복,NNG
전주 여행,51,기차표,NNG
전주 여행,51,얼마,NNG
전주 여행,51,ㄴ가요,EC
전주 여행,51,아서,EC
전주 여행,51,을까요,EC
전주 여행,52,는데,EC
전주 여행,52,오션뷰,NA
전주 여행,52,카페,NNP
전주 여행,52,추천,NNG
전주 여행,52,어요,EC
전주 여행,52,맛집,NNG
전주 여행,52,국내,NNG
전주 여행,52,코스,NNG
전주 여행,52,주가,NNP
전주 여행,52,한곳,NNG
전주 여행,52,여수,NNP
전주 여행,52,여수,NNP
전주 여행,52,한곳,NNG
전주 여행,52,제주도,NNP
전주 여행,52,제주도,NNP
전주 여행,52,한곳,NNG
전주 여행,52,전문,NNG
전주 여행,52,ㅂ니다,EC
전주 여행,52,아쉽,VA
전주 여행,52,바다,NNG
전주 여행,52,어서,EC
전주 여행,53,내일,NNG
전주 여행,53,당일치기,NNG
전주 여행,53,부모,NNG
전주 여행,53,맛집,NNG
전주 여행,53,국내,NNG
전주 여행,53,코스,NNG
전주 여행,53,주가,NNP
전주 여행,53,한곳,NNG
전주 여행,53,여수,NNP
전주 여행,53,여수,NNP
전주 여행,53,한곳,NNG
전주 여행,53,제주도,NNP
전주 여행,53,제주도,NNP
전주 여행,53,한곳,NNG
전주 여행,53,전문,NNG
전주 여행,53,ㅂ니다,EC
전주 여행,53,바다,NNG
전주 여행,53,군산,NNP
전주 여행,53,새만금,NNP
전주 여행,53,돌아보,VV
전주 여행,54,코스,NNG
전주 여행,54,어요,EC
전주 여행,54,많이,MAG
전주 여행,54,급하,VA
전주 여행,54,ㅂ니다,EC
전주 여행,54,안녕하세요,NNP
전주 여행,54,가족,NNG
전주 여행,54,으로,JKB
전주 여행,54,려는데,EC
전주 여행,54,당장,NNG
전주 여행,54,이번,NNG
전주 여행,54,금요일,NNP
전주 여행,54,는데,EC
전주 여행,54,어디,NP
전주 여행,54,ㄹ지,EC
전주 여행,54,모르,VV
전주 여행,54,아서,EC
전주 여행,54,숙소,NNG
전주 여행,54,호텔,NNP
전주 여행,54,한옥마을,NNP
전주 여행,54,은데,EC
전주 여행,54,별로,MAG
전주 여행,54,으면서,EC
전주 여행,54,카페,NNP
전주 여행,54,투어,NNG
전주 여행,54,아니,VCN
전주 여행,54,코스,NNG
전주 여행,54,나요,EC
전주 여행,54,호캉스로,NA
전주 여행,55,코스,NNG
전주 여행,55,이미,MAG
전주 여행,55,마치,VV
전주 여행,55,복귀,NNG
전주 여행,55,네요,EC
전주 여행,55,저희,NP
전주 여행,55,지난주,NNG
전주 여행,55,당일,NNG
전주 여행,55,코스,NNG
전주 여행,55,다녀오,VV
전주 여행,55,는데요,EC
전주 여행,55,주말,NNG
전주 여행,55,라서,EC
전주 여행,55,그런지,NNP
전주 여행,55,관광지,NNP
전주 여행,55,사람,NNG
전주 여행,55,아서,EC
전주 여행,55,생각,NNG
전주 여행,55,처럼,JKB
전주 여행,55,많이,MAG
전주 여행,55,둘러보,VV
전주 여행,55,못하,VX
전주 여행,55,아서,EC
전주 여행,55,아쉽,VA
전주 여행,55,더라고요,EC
전주 여행,55,최소한,NNG
전주 여행,56,당일치기,NNG
전주 여행,56,려고,EC
전주 여행,56,는데,EC
전주 여행,56,질문,NNG
전주 여행,56,습니다,EC
전주 여행,56,맛집,NNG
전주 여행,56,국내,NNG
전주 여행,56,코스,NNG
전주 여행,56,주가,NNP
전주 여행,56,한곳,NNG
전주 여행,56,여수,NNP
전주 여행,56,여수,NNP
전주 여행,56,한곳,NNG
전주 여행,56,제주도,NNP
전주 여행,56,제주도,NNP
전주 여행,56,한곳,NNG
전주 여행,56,전문,NNG
전주 여행,56,ㅂ니다,EC
전주 여행,56,기지,NNG
전주 여행,56,산책,NNP
전주 여행,56,저녁,NNG
전주 여행,56,많이,MAG
전주 여행,56,어서,EC
전주 여행,57,코스,NNG
전주 여행,57,알리,VV
전주 여행,57,어요,EC
전주 여행,57,안녕하세요,NNP
전주 여행,57,당일치기,NNG
전주 여행,57,코스,NNG
전주 여행,57,어요,EC
전주 여행,57,동물원,NNP
전주 여행,57,한옥마을,NNP
전주 여행,57,수목원,NNP
전주 여행,57,팔복,NNP
전주 여행,57,예술,NNP
전주 여행,57,공장,NNP
전주 여행,57,드림랜드,NNP
전주 여행,57,당일치기,NNG
전주 여행,57,코스,NNG
전주 여행,57,알리,VV
전주 여행,57,어요,EC
전주 여행,57,자가용,NNG
전주 여행,57,으로,JKB
전주 여행,57,이동,NNG
전주 여행,57,ㄴ다면,EC
전주 여행,57,아래,NNG
전주 여행,57,코스,NNG
전주 여행,57,시간,NNG
전주 여행,57,아끼,VV
전주 여행,58,코스,NNG
전주 여행,58,추천,NNG
전주 여행,58,코스,NNG
전주 여행,58,추천,NNG
전주 여행,58,여수,NNP
전주 여행,58,맛집,NNG
전주 여행,58,여수,NNP
전주 여행,58,코스,NNG
전주 여행,58,주가,NNP
전주 여행,58,한곳,NNG
전주 여행,58,여수,NNP
전주 여행,58,여수,NNP
전주 여행,58,한곳,NNG
전주 여행,58,ㅂ니다,EC
전주 여행,58,코스,NNG
전주 여행,58,대부분,NNG
전주 여행,58,한옥마을,NNP
전주 여행,58,에서,JKB
전주 여행,58,시작,NNG
전주 여행,58,ㅂ니다,EC
전주 여행,59,코스,NNG
전주 여행,59,추천,NNG
전주 여행,59,조언,NNG
전주 여행,59,어요,EC
전주 여행,59,전주한옥마을,NNP
전주 여행,59,경기전,NNP
전주 여행,59,난장,NNP
전주 여행,59,국립박물관,NNP
전주 여행,59,전주동물원,NNP
전주 여행,59,이동,NNP
전주 여행,59,수단,NNP
전주 여행,59,자동차,NNG
전주 여행,59,맛집,NNG
전주 여행,59,국내,NNG
전주 여행,59,코스,NNG
전주 여행,59,주가,NNP
전주 여행,59,한곳,NNG
전주 여행,59,여수,NNP
전주 여행,59,여수,NNP
전주 여행,59,한곳,NNG
전주 여행,59,제주도,NNP
전주 여행,60,비용,NNG
전주 여행,60,안녕하세요,NNP
전주 여행,60,려는,ETM
전주 여행,60,학생,NNG
전주 여행,60,ㅂ니다,EC
전주 여행,60,수원,NNP
전주 여행,60,고요,EC
전주 여행,60,으로,JKB
전주 여행,60,이서,NNP
전주 여행,60,가리,VV
전주 여행,60,는데,EC
전주 여행,60,비용,NNG
전주 여행,60,어느,MM
전주 여행,60,정도,NNP
전주 여행,60,나오,VV
전주 여행,60,ㄹ까요,EC
전주 여행,60,수원,NNP
전주 여행,60,에서,JKB
전주 여행,60,까지,VV
전주 여행,60,자가용,NNG
전주 여행,60,으로,JKB
전주 여행,60,시간,NNG
전주 여행,60,정도,NNG
전주 여행,60,걸리,VV
전주 여행,60,코스,NNG
전주 여행,60,ㄴ데요,EC
전주 여행,60,대중교통,NNP
전주 여행,60,으로,JKB
전주 여행,60,간다,NNP
전주 여행,60,라면,NNP
전주 여행,60,조금,MAG
전주 여행,61,코스,NNG
전주 여행,61,아침,NNG
전주 여행,61,으로,JKB
전주 여행,61,현대,NNP
전주 여행,61,본점,NNP
전주 여행,61,아서,EC
전주 여행,61,점심,NNG
전주 여행,61,으로,JKB
전주 여행,61,비비,VV
전주 여행,61,소리,NNG
전주 여행,61,려고,EC
전주 여행,61,는데,EC
전주 여행,61,현대,NNP
전주 여행,61,비비,VV
전주 여행,61,소리,NNG
전주 여행,61,중간,NNG
전주 여행,61,어디,NP
전주 여행,61,구경,NNG
전주 여행,61,이나,JC
전주 여행,61,을까요,EC
전주 여행,61,맛집,NNG
전주 여행,61,국내,NNG
전주 여행,61,코스,NNG
전주 여행,62,코스,NNG
전주 여행,62,일정,NNG
전주 여행,62,추천,NNG
전주 여행,62,부탁,NNG
전주 여행,62,드리,VV
전주 여행,62,어요,EC
전주 여행,62,토요일,NNP
전주 여행,62,하루,NNG
전주 여행,62,일정,NNG
전주 여행,62,괜찮,VA
전주 여행,62,은지,EC
전주 여행,62,수정,NNG
전주 여행,62,필요,NNG
전주 여행,62,부분,NNG
전주 여행,62,는지,EC
전주 여행,62,인근,NNG
전주 여행,62,맛집,NNG
전주 여행,62,는지,EC
전주 여행,62,등등,NNB
전주 여행,62,의견,NNG
전주 여행,62,부탁,NNG
전주 여행,62,드리,VV
전주 여행,62,ㅂ니다,EC
전주 여행,62,맛집,NNG
전주 여행,62,국내,NNG
전주 여행,62,코스,NNG
전주 여행,62,주가,NNP
전주 여행,62,한곳,NNG
전주 여행,62,여수,NNP
전주 여행,62,여수,NNP
전주 여행,62,한곳,NNG
전주 여행,62,제주도,NNP
전주 여행,63,볼거리,NNG
전주 여행,63,이번,NNG
전주 여행,63,는데,EC
전주 여행,63,볼거리,NNG
전주 여행,63,맛집,NNG
전주 여행,63,알리,VV
전주 여행,63,어요,EC
전주 여행,63,에서,JKB
전주 여행,63,추천,NNG
전주 여행,63,드리,VX
전주 여행,63,습니다,EC
전주 여행,63,전주한옥마을,NNP
전주 여행,63,전주동물원,NNP
전주 여행,63,한국도로공사,NNP
전주 여행,63,수목원,NNP
전주 여행,63,덕진,NNP
전주 여행,63,공원,NNP
전주 여행,63,난장,NNP
전주 여행,64,려는데,EC
전주 여행,64,한옥마을,NNP
전주 여행,64,근처,NNG
전주 여행,64,에서,JKB
전주 여행,64,숙박,NNG
전주 여행,64,ㄴ다면,EC
전주 여행,64,어디,NP
전주 여행,64,어디,NP
전주 여행,64,어떤,MM
전주 여행,64,맛집,NNG
전주 여행,64,은지,EC
전주 여행,64,버스,NNG
전주 여행,64,택시,NNG
전주 여행,64,조금,NNG
전주 여행,64,나가,VV
전주 여행,64,아도,EC
전주 여행,64,어디,NP
전주 여행,64,ㄴ지,EC
전주 여행,64,등등,NNB
전주 여행,64,추천,NNG
전주 여행,64,어요,EC
전주 여행,64,다른,MM
전주 여행,64,어디,NP
전주 여행,65,이번,NNG
전주 여행,65,태교,NNP
전주 여행,65,으로,JKB
전주 여행,65,려고,EC
전주 여행,65,는데,EC
전주 여행,65,강아지,NNP
전주 여행,65,맛집,NNG
전주 여행,65,국내,NNG
전주 여행,65,코스,NNG
전주 여행,65,주가,NNP
전주 여행,65,한곳,NNG
전주 여행,65,여수,NNP
전주 여행,65,여수,NNP
전주 여행,65,한곳,NNG
전주 여행,65,제주도,NNP
전주 여행,65,제주도,NNP
전주 여행,65,한곳,NNG
전주 여행,65,전문,NNG
전주 여행,65,ㅂ니다,EC
전주 여행,65,숙소,NNG
전주 여행,65,잡기,NNP
전주 여행,65,힘들,VA
전주 여행,65,다면,EC
전주 여행,65,바닷가,NNG
전주 여행,66,크리스마스,NNP
전주 여행,66,이서,NNP
전주 여행,66,당일치기,NNG
전주 여행,66,기로,EC
전주 여행,66,습니다,EC
전주 여행,66,고등학생,NNG
전주 여행,66,ㄴ데요,EC
전주 여행,66,어느,MM
전주 여행,66,정도,NNP
전주 여행,66,ㄹ게,EC
전주 여행,66,을까요,EC
전주 여행,66,제대로,MAG
전주 여행,66,답변,NNG
전주 여행,66,어요,EC
전주 여행,66,대학로,NNP
전주 여행,66,투어,NNG
전주 여행,66,공연,NNG
전주 여행,66,연극,NNP
전주 여행,66,추천,NNG
전주 여행,66,드릴,NNP
전주 여행,67,한옥마을,NNP
전주 여행,67,남자,NNG
전주 여행,67,혼자,NNG
전주 여행,67,예정,NNG
전주 여행,67,ㅂ니다,EC
전주 여행,67,욕조,NNP
전주 여행,67,굉장히,MAG
전주 여행,67,무리,NNG
전주 여행,67,질문,NNG
전주 여행,67,지만,EC
전주 여행,67,혹시나,MAG
전주 여행,67,아서,EC
전주 여행,67,맛집,NNG
전주 여행,67,국내,NNG
전주 여행,67,코스,NNG
전주 여행,67,주가,NNP
전주 여행,67,한곳,NNG
전주 여행,67,여수,NNP
전주 여행,67,여수,NNP
전주 여행,67,한곳,NNG
전주 여행,67,제주도,NNP
전주 여행,67,제주도,NNP
전주 여행,67,한곳,NNG
전주 여행,67,전문,NNG
전주 여행,68,제가,NNP
전주 여행,68,는데,EC
전주 여행,68,제가,NNP
전주 여행,68,그런지,NNP
전주 여행,68,모르,VV
전주 여행,68,지만,EC
전주 여행,68,그냥,MAG
전주 여행,68,전라도,NNP
전주 여행,68,사투리,NNG
